课程编号,课程名,开课学院,类型,分类,学分,,老师
B3I24312D,数学分析（4）(其他语言),中法工程师学院,必修,核心专业类,4.5,,张心婷|外教
B3I243130,微分方程(其他语言),中法工程师学院,必修,核心专业类,2.5,,张心婷|王 钊|外教
B3I243210,波动物理(其他语言),中法工程师学院,必修,核心专业类,3.5,,安 炜|外教
B3I24322A,工业科学（1）(其他语言),中法工程师学院,必修,核心专业类,4,,付小尧
B3I263330,网页设计（1）（视觉传达设计）(全汉语),新媒体艺术与设计学院,必修,核心专业类,2,,王 珊
B3I263340,版式设计（视觉传达设计）(全汉语),新媒体艺术与设计学院,必修,核心专业类,3,,张 雪
B3I263350,字体设计（2）（视觉传达设计）(全汉语),新媒体艺术与设计学院,必修,核心专业类,3,,赵之昱
B3I263520,二维动画技法（数字动画艺术）(全汉语),新媒体艺术与设计学院,必修,核心专业类,3,,於 水
B3I263530,三维动画基础（数字动画艺术）(全汉语),新媒体艺术与设计学院,必修,核心专业类,3,,徐静秋
B3I263540,剧作与故事版（数字动画艺术）(全汉语),新媒体艺术与设计学院,必修,核心专业类,2,,赵易
B3I263710,绘画形式与表现（绘画）(全汉语),新媒体艺术与设计学院,必修,核心专业类,3,,赖 盛
B3I263720,中国传统绘画（绘画）(全汉语),新媒体艺术与设计学院,必修,核心专业类,3,,谭 红
B3I263730,数字绘画艺术（绘画）(全汉语),新媒体艺术与设计学院,必修,核心专业类,2,,邓尚
B3I27319A,结构化学(全汉语),化学学院,必修,核心专业类,4,,周嘉嘉
B3J013360,金属材料制备原理及工艺(全汉语),材料科学与工程学院,必修,一般专业类,2,,蒋成保
B3J013370,无机非金属材料制备原理及工艺(全汉语),材料科学与工程学院,必修,一般专业类,2,,张 跃
B3J013380,高分子及复合材料制备基础(全汉语),材料科学与工程学院,必修,一般专业类,2,,顾轶卓
B3J013390,材料成型原理及工艺(全汉语),材料科学与工程学院,必修,一般专业类,2,,周铁涛|吴国清
B3J014510,分析化学(全汉语),材料科学与工程学院,必修,一般专业类,2,,李松梅
B3J014710,结构化学（B）(全汉语),材料科学与工程学院,必修,一般专业类,2,,杨 光
B3J014720,界面化学(全汉语),材料科学与工程学院,必修,一般专业类,2,,王小群
B3J033010,自动化专业导论(全汉语),自动化科学与电气工程学院,必修,一般专业类,1,,霍 伟|王少萍|袁海文|任 章|秦世引|段海滨
B3J033270,传感器与测试技术基础(全汉语),自动化科学与电气工程学院,必修,一般专业类,2,,闫 蓓
B3J033350,机电工程创新设计导论(全汉语),自动化科学与电气工程学院,必修,一般专业类,1,,焦宗夏|尚耀星
B3J033530,计算机网络与通讯(全汉语),自动化科学与电气工程学院,必修,一般专业类,1.5,,段海滨|马耀飞
B3J033550,虚拟现实技术(全汉语),自动化科学与电气工程学院,必修,一般专业类,1.5,,赵永嘉
B3J033570,应用离散数学(全汉语),自动化科学与电气工程学院,必修,一般专业类,2,,郑 征
B3J033810,信息理论与技术基础(全汉语),自动化科学与电气工程学院,必修,一般专业类,2,,陶 飞
B3J043940,计算机软件技术基础(全汉语),能源与动力工程学院,必修,一般专业类,2,,岳 明
B3J05011A,航空发动机原理及应用(全汉语),航空科学与工程学院,必修,一般专业类,1.5,,周尧明
B3J05011A,航空发动机原理及应用(全汉语),航空科学与工程学院,必修,一般专业类,1.5,,祝 明
B3J05011A,航空发动机原理及应用(全汉语),航空科学与工程学院,必修,一般专业类,1.5,,陶国权
B3J05014A,飞行器适航基础(全汉语),航空科学与工程学院,必修,一般专业类,1,,孙康文
B3J05020A,航空工程大型通用软件应用（1）(全汉语),航空科学与工程学院,必修,一般专业类,1.5,,吴永康|焦起祥|周 越|邹 辉|罗明强|胡天翔|姜振华
B3J05020A,航空工程大型通用软件应用（1）(全汉语),航空科学与工程学院,必修,一般专业类,1.5,,吴永康|焦起祥|周 越|邹 辉|罗明强|胡天翔|姜振华
B3J05020A,航空工程大型通用软件应用（1）(全汉语),航空科学与工程学院,必修,一般专业类,1.5,,吴永康|焦起祥|周 越|邹 辉|罗明强|胡天翔|姜振华
B3J05020A,航空工程大型通用软件应用（1）(全汉语),航空科学与工程学院,必修,一般专业类,1.5,,吴永康|焦起祥|周 越|邹 辉|罗明强|胡天翔|姜振华
B3J05020A,航空工程大型通用软件应用（1）(全汉语),航空科学与工程学院,必修,一般专业类,1.5,,吴永康|焦起祥|周 越|邹 辉|罗明强|胡天翔|姜振华
B3J05023A,结构设计适航基础(全汉语),航空科学与工程学院,必修,一般专业类,2,,徐伟强
B3J05025AL,气动弹性设计（留学生英文课）(全英语),航空科学与工程学院,必修,一般专业类,1,,谢长川
B3J05026A,损伤容限设计(全汉语),航空科学与工程学院,必修,一般专业类,1,,张纪奎
B3J05027A,微小型飞行器创新设计与实践(全汉语),航空科学与工程学院,必修,一般专业类,2,,吴永康|焦起祥|王维军|黄 俊|万志强|王耀坤
B3J05039A,空气动力学B（2）(全汉语),航空科学与工程学院,必修,一般专业类,2,,潘 翀|高振勋|胡天翔
B3J05039A,空气动力学B（2）(全汉语),航空科学与工程学院,必修,一般专业类,2,,吴宗成|郭 辉
B3J05041AL,计算流体力学（留学生英文课）(全英语),航空科学与工程学院,必修,一般专业类,2,,兰世隆
B3J05041AL,计算流体力学（留学生英文课）(全英语),航空科学与工程学院,必修,一般专业类,2,,兰世隆
B3J05045A,水动力学基础(全汉语),航空科学与工程学院,必修,一般专业类,2,,马 亮
B3J050611L,结构分析中的有限元法(全英语),航空科学与工程学院,必修,一般专业类,3,,张 彤|孙玉鑫|郭早阳|董雷霆
B3J050621,Finite Element Method with Programming(全英语),航空科学与工程学院,必修,一般专业类,3,,张 彤|孙玉鑫|郭早阳|董雷霆
B3J05066A,矢量、场论及张量初步(全汉语),航空科学与工程学院,必修,一般专业类,2,,张 铮
B3J05070A,振动力学基础(全汉语),航空科学与工程学院,必修,一般专业类,2,,邢誉峰
B3J05083A,换热器设计(全汉语),航空科学与工程学院,必修,一般专业类,1,,高红霞
B3J05092A,张量计算初步及其在力学中的应用(全汉语),航空科学与工程学院,必修,一般专业类,2,,陈来文
B3J05092A,张量计算初步及其在力学中的应用(全汉语),航空科学与工程学院,必修,一般专业类,2,,陈来文
B3J05391A,水波方程与非线性可积系统(全汉语),航空科学与工程学院,必修,一般专业类,2,,于 鑫
B3J063110,数据库系统原理(全汉语),计算机学院,必修,一般专业类,3,,郎 波
B3J063110,数据库系统原理(全汉语),计算机学院,必修,一般专业类,3,,刘 瑞
B3J063130,软件工程基础(全汉语),计算机学院,必修,一般专业类,2,,刘 超|姚淑珍
B3J063130,软件工程基础(全汉语),计算机学院,必修,一般专业类,2,,罗 杰
B3J063310,信号与系统(全汉语),计算机学院,必修,一般专业类,2,,何 兵|张永飞
B3J063320,嵌入式系统设计实训,计算机学院,必修,一般专业类,2,,牛建伟|姜宏旭|孙 青|李辉勇
B3J063410,数据库原理课程设计(全汉语),计算机学院,必修,一般专业类,1,,郎 波
B3J063410,数据库原理课程设计(全汉语),计算机学院,必修,一般专业类,1,,刘 瑞
B3J063820,计算机工程中最优化的方法(全汉语),计算机学院,必修,一般专业类,2,,冷 彪
B3J063830,RUBY语言程序设计(全汉语),计算机学院,必修,一般专业类,1,,沃天宇
B3J063850,移动计算导论(全汉语),计算机学院,必修,一般专业类,1.5,,牛建伟|阮 利|盛 浩
B3J063860,Android平台开发技术(全汉语),计算机学院,必修,一般专业类,2,,张 炯
B3J063870,数据挖掘导论(全汉语),计算机学院,必修,一般专业类,2,,王静远
B3J063880,机器学习导论(全汉语),计算机学院,必修,一般专业类,2,,王蕴红|张永飞|王静远|黄 迪
B3J063890,MATLAB基础及其应用(全汉语),计算机学院,必修,一般专业类,2,,郑 锦|张永飞
B3J063892,无线网络系统(全汉语),计算机学院,必修,一般专业类,2,,白跃彬
B3J063894,智能计算体系结构(全汉语),计算机学院,必修,一般专业类,2,,杨建磊
B3J073710,产品设计(1)(全汉语),机械工程及自动化学院,必修,一般专业类,2.5,,尹 虎
B3J073750,环境设计(1)(全汉语),机械工程及自动化学院,必修,一般专业类,2,,张 融|魏晓东
B3J074141L,机器人技术基础(全英语),机械工程及自动化学院,必修,一般专业类,2,,战 强
B3J082350,ERP沙盘模拟实验(全汉语),经济管理学院,必修,一般专业类,1.5,,韩小汀
B3J082350,ERP沙盘模拟实验(全汉语),经济管理学院,必修,一般专业类,1.5,,曹 明
B3J082630,职业能力提升-求职技能(全汉语),经济管理学院,必修,一般专业类,0.5,,牟 晖
B3J083410,可用性工程(全汉语),经济管理学院,必修,一般专业类,2,,周荣刚
B3J083430,跨文化管理(全汉语),经济管理学院,必修,一般专业类,1.5,,方 虹
B3J083450,商务口语(全英语),经济管理学院,必修,一般专业类,2,,李 卫
